LotArea,LotFrontage,BldgType,OverallQual,OverallCond,YearBuilt,HeatingQC,Label
6000,60.0,1Fam,,5,1926,Ex,cheap
21286,115.0,1Fam,5.0,5,1948,TA,cheap
9825,75.0,Duplex,5.0,5,1965,TA,cheap
10592,55.0,1Fam,6.0,7,1923,TA,normal
7200,60.0,1Fam,5.0,4,1910,TA,cheap
11664,60.0,1Fam,6.0,5,1948,TA,cheap
8400,70.0,1Fam,8.0,6,2001,Ex,expensive
11883,73.0,,7.0,5,1996,Ex,normal
5814,,TwnhsE,8.0,5,1984,Gd,normal
10784,,1Fam,7.0,5,1991,Gd,normal
3013,43.0,TwnhsE,7.0,5,2005,Ex,expensive
7024,60.0,1Fam,4.0,5,2005,Ex,normal
7406,64.0,1Fam,7.0,5,2006,Ex,normal
9439,52.0,1Fam,5.0,5,1930,Gd,cheap
3182,43.0,TwnhsE,7.0,5,2005,Ex,normal
15498,,1Fam,8.0,6,1976,TA,expensive
7700,70.0,1Fam,5.0,5,1972,TA,cheap
9300,73.0,,5.0,5,1960,TA,normal
9520,71.0,1Fam,8.0,5,2007,Ex,expensive
9492,79.0,1Fam,5.0,5,1941,TA,cheap
1680,21.0,Twnhs,6.0,7,1972,Gd,cheap
7082,,2fmCon,5.0,8,1916,Gd,normal
15863,102.0,1Fam,7.0,3,1920,Ex,normal
14541,,,8.0,7,1993,Ex,expensive
8125,,1Fam,7.0,5,2002,Ex,expensive
6305,50.0,1Fam,5.0,7,1938,Ex,cheap
11500,,1Fam,4.0,3,1957,Ex,cheap
12898,89.0,1Fam,9.0,5,2007,Ex,expensive
9240,,1Fam,8.0,5,2001,Ex,expensive
1533,21.0,Twnhs,4.0,6,1970,TA,cheap
1477,21.0,TwnhsE,4.0,4,1970,TA,cheap
13125,88.0,1Fam,5.0,4,1957,Ex,normal
9130,,1Fam,,8,1966,Gd,normal
5381,34.0,Twnhs,6.0,5,2005,Ex,normal
11839,86.0,1Fam,7.0,5,1990,Ex,expensive
9600,80.0,1Fam,8.0,5,1981,TA,expensive
13680,,1Fam,3.0,5,1955,Ex,cheap
16056,85.0,1Fam,9.0,5,2005,Ex,expensive
9245,57.0,1Fam,5.0,5,1994,Ex,normal
21750,100.0,1Fam,5.0,4,1960,TA,cheap
11100,60.0,1Fam,4.0,7,1946,Ex,cheap
8993,73.0,1Fam,7.0,5,2007,Ex,normal
11175,103.0,1Fam,7.0,5,2007,Ex,normal
9500,100.0,1Fam,6.0,6,1964,TA,normal
8562,68.0,1Fam,5.0,6,1957,Ex,normal
11367,90.0,,8.0,5,2002,Ex,expensive
11361,104.0,1Fam,6.0,5,1976,TA,normal
7052,43.0,,7.0,5,2005,Ex,normal
29959,,1Fam,7.0,6,1994,Ex,expensive
11308,96.0,1Fam,9.0,5,2008,Ex,expensive
11275,,1Fam,,7,1932,TA,expensive
4920,41.0,TwnhsE,8.0,5,2001,Ex,expensive
18000,120.0,1Fam,3.0,4,1935,TA,cheap
13600,85.0,2fmCon,,5,1900,TA,cheap
6000,50.0,1Fam,6.0,6,1925,Gd,cheap
11000,,1Fam,5.0,6,-331,Ex,normal
14000,80.0,1Fam,7.0,5,1996,Ex,expensive
7837,59.0,1Fam,6.0,7,1993,Gd,normal
9760,80.0,1Fam,,6,1964,TA,normal
3964,42.0,TwnhsE,6.0,4,1973,Gd,normal
9600,60.0,1Fam,5.0,7,1949,TA,cheap
10152,72.0,1Fam,5.0,5,1956,TA,cheap
11700,78.0,1Fam,6.0,6,1968,Ex,normal
7585,50.0,1Fam,5.0,3,1948,Fa,cheap
7950,75.0,1Fam,6.0,6,1977,TA,normal
8556,74.0,1Fam,7.0,5,2006,Ex,normal
13125,75.0,1Fam,7.0,6,1940,TA,expensive
10800,60.0,1Fam,5.0,8,1936,Gd,normal
15870,,1Fam,5.0,5,1969,Ex,cheap
4435,37.0,TwnhsE,6.0,5,2004,Ex,normal
8775,65.0,1Fam,5.0,5,1994,Gd,cheap
11040,80.0,1Fam,6.0,7,1971,Ex,normal
7500,75.0,,5.0,5,1963,Fa,cheap
8749,70.0,1Fam,7.0,5,2002,Ex,normal
8800,80.0,1Fam,6.0,6,1964,TA,normal
13031,,1Fam,6.0,5,1995,Gd,normal
9069,73.0,1Fam,6.0,6,1992,Ex,normal
1974,,TwnhsE,4.0,5,-291,TA,cheap
10574,85.0,1Fam,8.0,5,2005,Ex,expensive
2522,24.0,Twnhs,7.0,5,2004,Ex,cheap
3316,37.0,TwnhsE,8.0,5,2005,Ex,normal
8544,60.0,Duplex,3.0,4,1950,Fa,cheap
2160,24.0,Twnhs,7.0,5,1999,Ex,normal
8400,60.0,1Fam,6.0,5,1925,Fa,cheap
9230,71.0,1Fam,5.0,8,1965,Gd,normal
5868,74.0,1Fam,5.0,7,1956,Ex,cheap
9317,78.0,1Fam,6.0,5,2006,Gd,normal
6882,60.0,1Fam,6.0,7,1914,TA,cheap
3696,,TwnhsE,8.0,5,1986,Ex,normal
6000,50.0,1Fam,4.0,6,1936,TA,cheap
11880,82.0,1Fam,7.0,5,1978,TA,normal
8400,60.0,1Fam,2.0,5,1920,TA,cheap
9758,61.0,,5.0,5,1971,TA,cheap
7000,70.0,1Fam,5.0,7,1960,Ex,cheap
8910,79.0,1Fam,6.0,6,1959,Ex,normal
2016,24.0,TwnhsE,5.0,5,1970,TA,cheap
12256,98.0,1Fam,,5,1994,Ex,expensive
10357,114.0,1Fam,7.0,5,1990,Gd,normal
23257,168.0,1Fam,7.0,5,2006,Ex,expensive
8063,,1Fam,6.0,5,2000,Ex,normal
11362,107.0,1Fam,8.0,5,2004,Ex,expensive
8000,,1Fam,6.0,5,1995,Gd,normal
10480,80.0,1Fam,7.0,6,1976,TA,normal
7100,73.0,1Fam,5.0,7,1957,TA,cheap
8923,66.0,1Fam,5.0,7,2229,Gd,cheap
5400,90.0,1Fam,5.0,7,1954,Ex,cheap
12085,93.0,1Fam,8.0,5,2007,Ex,expensive
7750,,1Fam,8.0,5,2002,Ex,normal
9764,57.0,1Fam,5.0,7,1967,Ex,cheap
13825,85.0,1Fam,5.0,6,1958,TA,normal
7560,70.0,1Fam,5.0,5,1959,TA,cheap
8263,59.0,1Fam,6.0,5,1920,TA,cheap
10084,84.0,1Fam,7.0,5,2005,Ex,expensive
8926,,1Fam,4.0,3,1956,Ex,cheap
9405,50.0,1Fam,5.0,9,1947,Ex,cheap
9125,,1Fam,7.0,5,1992,Gd,normal
10434,60.0,1Fam,4.0,5,1955,TA,cheap
3684,53.0,TwnhsE,7.0,5,2007,Ex,normal
14572,182.0,1Fam,7.0,5,2004,Ex,expensive
11796,59.0,1Fam,7.0,5,2004,Ex,expensive
7200,60.0,Duplex,5.0,5,1980,TA,normal
7804,65.0,1Fam,4.0,3,1928,TA,cheap
10712,63.0,1Fam,5.0,5,1991,TA,cheap
9900,90.0,1Fam,6.0,4,1880,TA,cheap
9828,80.0,1Fam,8.0,5,1995,Ex,expensive
8773,57.0,1Fam,6.0,5,1997,Gd,normal
6180,60.0,1Fam,6.0,5,1926,TA,cheap
9600,80.0,1Fam,6.0,5,1950,TA,cheap
6342,54.0,1Fam,5.0,8,1875,Gd,cheap
9819,,1Fam,6.0,5,1977,TA,normal
8731,98.0,1Fam,5.0,5,1920,TA,normal
7350,60.0,1Fam,,7,1951,TA,cheap
10304,,1Fam,5.0,7,-228,Ex,normal
9965,77.0,1Fam,8.0,5,2006,Ex,expensive
9000,,1Fam,5.0,3,1959,TA,cheap
12180,60.0,2fmCon,4.0,4,1941,Fa,cheap
6240,52.0,,5.0,6,1928,Ex,normal
11200,,1Fam,6.0,5,1985,TA,normal
12000,75.0,1Fam,7.0,7,1941,Ex,normal
5700,,1Fam,7.0,7,1926,TA,cheap
9000,50.0,1Fam,7.0,9,1920,Ex,normal
8280,57.0,1Fam,6.0,5,1950,Ex,cheap
17755,134.0,1Fam,5.0,4,1959,TA,normal
14115,90.0,1Fam,6.0,7,1956,Ex,expensive
5890,,1Fam,6.0,8,1930,Ex,cheap
13700,,1Fam,7.0,6,1965,TA,normal
10768,90.0,1Fam,5.0,8,1976,TA,expensive
9350,85.0,1Fam,5.0,8,1965,Gd,normal
5001,34.0,Twnhs,7.0,5,2007,Ex,expensive
11932,92.0,1Fam,8.0,5,2007,Ex,expensive
9120,76.0,1Fam,6.0,6,1974,TA,normal
2280,24.0,Twnhs,6.0,5,1978,Fa,normal
14778,,1Fam,6.0,7,1954,Ex,expensive
8724,109.0,1Fam,5.0,5,1968,Gd,cheap
12900,60.0,Duplex,4.0,4,1969,TA,cheap
16157,,1Fam,5.0,7,1978,Ex,normal
9541,79.0,1Fam,7.0,5,2009,Ex,expensive
10475,64.0,1Fam,8.0,5,2008,Ex,expensive
10852,58.0,,6.0,5,2000,Ex,normal
13728,120.0,1Fam,6.0,7,1935,Ex,expensive
35760,118.0,1Fam,10.0,5,1995,Ex,expensive
9880,76.0,1Fam,6.0,6,1977,TA,normal
9120,76.0,,6.0,6,1958,Ex,normal
4017,35.0,TwnhsE,7.0,5,2006,Ex,normal
18030,138.0,1Fam,5.0,6,1946,TA,normal
16560,80.0,1Fam,6.0,8,1932,TA,expensive
10678,85.0,1Fam,8.0,5,1992,Ex,expensive
6951,37.0,,5.0,5,1984,TA,cheap
3950,,1Fam,6.0,8,1926,TA,cheap
7681,54.0,1Fam,5.0,6,1921,Ex,normal
8335,77.0,,5.0,5,1954,Gd,cheap
11170,,,7.0,5,1990,Ex,expensive
5587,64.0,TwnhsE,8.0,5,2008,Ex,expensive
15623,160.0,1Fam,10.0,5,1996,Ex,expensive
10800,60.0,1Fam,5.0,6,1920,Ex,cheap
35133,50.0,1Fam,5.0,4,1963,Gd,normal
9738,60.0,1Fam,5.0,7,1924,Gd,cheap
10615,107.0,2fmCon,3.0,5,1900,TA,cheap
12461,89.0,1Fam,8.0,5,1994,Ex,expensive
8935,68.0,1Fam,7.0,5,2002,Ex,normal
7500,60.0,1Fam,7.0,5,1999,Gd,normal
32463,,2fmCon,,4,1961,Ex,normal
2645,24.0,Twnhs,,5,1999,Ex,normal
9600,60.0,1Fam,,8,1925,Gd,cheap
4500,,TwnhsE,6.0,5,1999,Ex,normal
9364,80.0,1Fam,6.0,7,1969,TA,normal
8029,51.0,1Fam,6.0,5,2005,Ex,normal
14054,58.0,1Fam,7.0,5,-377,Ex,expensive
8850,65.0,1Fam,7.0,6,1916,Ex,normal
9100,70.0,1Fam,7.0,5,2001,Ex,normal
11235,75.0,1Fam,4.0,5,1963,Gd,normal
9353,71.0,1Fam,4.0,5,1970,Gd,cheap
10400,80.0,,7.0,5,1998,Ex,normal
6000,50.0,1Fam,5.0,8,1925,Ex,cheap
9750,75.0,1Fam,7.0,5,2000,Ex,expensive
10140,78.0,1Fam,,6,1975,Ex,normal
14684,90.0,1Fam,7.0,7,1990,Gd,expensive
8900,,1Fam,4.0,4,1966,TA,cheap
9135,70.0,1Fam,6.0,5,2003,Ex,normal
7763,70.0,1Fam,5.0,7,1962,TA,normal
10182,85.0,1Fam,8.0,5,2006,Ex,expensive
11218,70.0,1Fam,6.0,5,1992,Ex,normal
12134,152.0,1Fam,8.0,7,1988,Gd,normal
9340,50.0,1Fam,4.0,6,1941,TA,cheap
10246,,1Fam,4.0,9,1965,Ex,normal
10205,69.0,1Fam,5.0,5,1962,TA,cheap
7094,99.0,1Fam,5.0,5,1966,TA,cheap
8930,68.0,Duplex,6.0,5,1978,TA,cheap
8640,72.0,1Fam,8.0,5,2009,Ex,expensive
6240,52.0,1Fam,,5,1947,Gd,cheap
1680,21.0,Twnhs,6.0,5,1971,TA,cheap
7800,66.0,1Fam,5.0,5,1964,TA,cheap
8250,55.0,1Fam,5.0,5,1968,Ex,cheap
10496,78.0,1Fam,6.0,6,1949,Ex,normal
10680,89.0,1Fam,5.0,3,1951,TA,cheap
15384,60.0,1Fam,7.0,5,2004,Ex,normal
10482,65.0,1Fam,6.0,8,1958,Ex,normal
14598,86.0,1Fam,,5,2007,Ex,expensive
8872,72.0,1Fam,5.0,8,1965,Ex,normal
8769,65.0,TwnhsE,9.0,5,2346,Ex,expensive
7910,70.0,1Fam,5.0,5,1960,Gd,cheap
18890,,,5.0,5,1977,Ex,normal
7728,70.0,Duplex,5.0,6,1962,TA,cheap
9842,70.0,Duplex,4.0,5,1962,TA,cheap
12160,,1Fam,5.0,5,1959,Fa,normal
8525,55.0,1Fam,5.0,6,1911,TA,cheap
13132,96.0,1Fam,5.0,5,1914,Gd,cheap
2628,36.0,Twnhs,7.0,5,2003,Ex,normal
12393,41.0,1Fam,7.0,5,2004,Ex,normal
13072,63.0,1Fam,6.0,5,2005,Ex,normal
9037,64.0,1Fam,8.0,5,2006,Ex,expensive
8158,65.0,1Fam,7.0,5,2003,Ex,expensive
9849,83.0,1Fam,7.0,6,2007,Ex,expensive
10625,85.0,1Fam,7.0,6,1974,TA,normal
13891,107.0,1Fam,10.0,5,2006,Ex,expensive
11435,,1Fam,8.0,7,1929,Fa,expensive
12090,78.0,,,7,1984,Ex,normal
8125,65.0,1Fam,7.0,5,2005,Ex,normal
12328,,1Fam,6.0,5,1976,TA,normal
9600,60.0,1Fam,6.0,5,1917,Fa,cheap
7200,60.0,1Fam,5.0,7,1950,TA,cheap
11160,93.0,1Fam,7.0,5,1968,Ex,expensive
3136,,TwnhsE,,5,2003,Ex,normal
9858,62.0,1Fam,5.0,6,1968,TA,cheap
17542,,1Fam,7.0,7,1974,TA,expensive
6931,60.0,1Fam,7.0,5,2003,Ex,normal
6240,52.0,1Fam,6.0,6,1931,TA,cheap
14303,91.0,1Fam,8.0,5,1994,Ex,expensive
4060,56.0,1Fam,5.0,8,1922,Ex,cheap
9587,59.0,,7.0,5,2005,Ex,normal
9750,65.0,1Fam,6.0,8,1969,Gd,normal
24682,,1Fam,6.0,5,1999,Ex,normal
9600,80.0,1Fam,5.0,6,1956,Gd,cheap
11250,,1Fam,4.0,5,1957,Ex,normal
13515,60.0,1Fam,6.0,6,1919,Ex,normal
4060,34.0,TwnhsE,6.0,5,1998,Ex,normal
3735,35.0,TwnhsE,7.0,5,1999,Ex,normal
10120,60.0,2fmCon,7.0,4,1910,TA,cheap
13214,89.0,1Fam,9.0,5,2008,Ex,expensive
14100,,1Fam,8.0,9,1935,Ex,expensive
11344,78.0,1Fam,5.0,5,1958,TA,normal
23595,,1Fam,7.0,6,1979,TA,expensive
9156,,1Fam,6.0,7,1968,Gd,normal
13526,,1Fam,5.0,6,1965,TA,cheap
11512,124.0,1Fam,6.0,7,1959,Gd,normal
5362,53.0,1Fam,5.0,6,1910,Ex,cheap
11345,95.0,Duplex,5.0,5,1948,Gd,cheap
12936,,1Fam,,6,1972,TA,normal
17871,,1Fam,6.0,5,1967,Fa,normal
9473,75.0,1Fam,8.0,5,2002,Ex,expensive
7500,60.0,1Fam,4.0,4,1920,TA,cheap
9808,67.0,1Fam,7.0,5,2002,Ex,expensive
8049,50.0,1Fam,7.0,5,1990,TA,normal
8800,61.0,1Fam,5.0,7,1977,TA,normal
9400,94.0,Duplex,6.0,5,1971,TA,cheap
9638,50.0,,6.0,7,-251,Ex,normal
6000,50.0,1Fam,6.0,6,1939,Ex,cheap
9790,,1Fam,6.0,5,1963,TA,normal
36500,,1Fam,5.0,5,1964,Fa,normal
5664,40.0,TwnhsE,8.0,5,2000,Ex,expensive
11065,86.0,1Fam,8.0,5,2006,Ex,expensive
14112,,1Fam,5.0,7,1964,TA,normal
1680,21.0,Twnhs,5.0,7,1972,TA,cheap
6600,60.0,1Fam,5.0,4,1892,TA,cheap
10140,78.0,1Fam,7.0,5,1976,TA,normal
8172,60.0,1Fam,5.0,7,1955,TA,cheap
8400,70.0,1Fam,5.0,5,-418,Gd,cheap
8700,80.0,1Fam,,6,1963,Gd,normal
3675,35.0,TwnhsE,6.0,5,-347,Gd,normal
63887,313.0,1Fam,10.0,5,2008,Ex,normal
7500,75.0,1Fam,5.0,7,1959,Ex,normal
10762,,1Fam,7.0,5,1999,Ex,expensive
7500,,,6.0,7,1942,Fa,normal
10120,92.0,1Fam,8.0,5,1994,Ex,expensive
8688,73.0,1Fam,7.0,5,2005,Ex,expensive
3363,32.0,TwnhsE,7.0,5,2004,Ex,cheap
13173,108.0,1Fam,9.0,5,2006,Ex,expensive
6955,48.0,TwnhsE,7.0,5,2005,Ex,normal
8072,60.0,1Fam,5.0,5,1994,Ex,cheap
12000,100.0,1Fam,5.0,7,1948,Ex,normal
7153,,,6.0,5,1991,Gd,normal
17500,100.0,1Fam,7.0,8,1959,TA,expensive
8814,68.0,,7.0,5,2005,Ex,normal
9572,,1Fam,8.0,5,1990,Ex,expensive
14774,108.0,1Fam,,5,-377,Ex,expensive
8190,60.0,1Fam,4.0,6,1954,Ex,cheap
11075,85.0,1Fam,6.0,5,1969,TA,normal
10226,61.0,1Fam,,5,2008,Ex,expensive
4230,47.0,TwnhsE,7.0,5,2006,Ex,normal
14781,,1Fam,8.0,5,2001,Ex,expensive
10215,75.0,1Fam,4.0,5,1954,Ex,cheap
8400,70.0,,6.0,3,1957,Gd,normal
6627,,1Fam,3.0,6,1949,TA,cheap
10186,107.0,1Fam,7.0,5,1992,Ex,normal
5330,50.0,1Fam,,7,1940,Gd,cheap
9986,75.0,1Fam,8.0,5,2006,Ex,normal
3636,40.0,1Fam,4.0,4,1922,Fa,cheap
4270,70.0,1Fam,3.0,6,1931,Ex,cheap
6600,60.0,1Fam,5.0,9,1982,Ex,cheap
10440,60.0,1Fam,6.0,7,1920,Ex,expensive
9084,63.0,1Fam,7.0,5,1998,Gd,normal
10000,85.0,1Fam,8.0,5,2006,Ex,expensive
10780,55.0,1Fam,5.0,5,1976,Gd,cheap
8877,67.0,1Fam,4.0,6,1938,Ex,cheap
7200,60.0,1Fam,5.0,6,1938,Ex,cheap
2368,24.0,TwnhsE,5.0,6,1970,TA,cheap
9650,80.0,1Fam,6.0,5,1977,TA,normal
9246,87.0,Duplex,5.0,5,1973,TA,cheap
4118,153.0,1Fam,4.0,4,1941,Fa,cheap
13450,95.0,1Fam,7.0,5,2002,Ex,normal
9560,120.0,1Fam,5.0,7,1972,Ex,cheap
8294,70.0,1Fam,4.0,5,1971,TA,cheap
13695,66.0,1Fam,6.0,5,2003,Ex,normal
9375,,1Fam,8.0,5,2002,Ex,expensive
7558,57.0,1Fam,6.0,6,1928,Gd,normal
11103,85.0,1Fam,7.0,5,2006,Ex,normal
6000,50.0,1Fam,4.0,4,1920,Gd,cheap
20781,,,7.0,7,1968,TA,expensive
15306,93.0,1Fam,,5,2006,Ex,expensive
16196,,1Fam,7.0,5,1998,Ex,expensive
5250,50.0,1Fam,8.0,5,1872,Fa,cheap
11643,91.0,Duplex,5.0,5,1969,TA,normal
9247,70.0,1Fam,6.0,6,1962,Ex,normal
6000,50.0,1Fam,6.0,9,1937,TA,cheap
14720,56.0,1Fam,8.0,5,1995,Ex,expensive
10316,,,7.0,5,2000,Ex,expensive
10192,102.0,1Fam,7.0,6,-313,Gd,normal
9477,,1Fam,5.0,5,1966,TA,cheap
12537,,,5.0,6,1971,Ex,normal
2117,,Twnhs,6.0,5,2000,Ex,normal
16737,129.0,1Fam,9.0,5,2004,Ex,expensive
9842,51.0,1Fam,,6,1921,Ex,normal
16158,124.0,1Fam,,5,2005,Ex,expensive
12513,,1Fam,4.0,4,1920,Gd,cheap
8499,73.0,1Fam,6.0,5,2006,Ex,normal
3180,30.0,TwnhsE,7.0,5,2005,Ex,normal
7500,,1Fam,7.0,5,2000,Ex,expensive
9179,68.0,1Fam,7.0,5,1999,Ex,normal
2665,41.0,TwnhsE,5.0,6,1977,Ex,cheap
4435,,TwnhsE,6.0,5,2003,Ex,normal
10635,48.0,1Fam,8.0,5,2003,Ex,expensive
5400,90.0,1Fam,4.0,6,1920,Ex,cheap
9600,80.0,1Fam,6.0,6,1955,Gd,normal
9750,75.0,1Fam,7.0,6,1998,Ex,expensive
11400,,1Fam,10.0,5,2001,Ex,expensive
10625,85.0,1Fam,,5,2005,Ex,expensive
10991,89.0,1Fam,8.0,5,2007,Ex,expensive
6292,52.0,1Fam,6.0,5,1930,TA,cheap
10998,60.0,1Fam,5.0,5,1941,Ex,cheap
1953,21.0,Twnhs,6.0,5,1973,TA,cheap
9735,73.0,1Fam,5.0,5,2006,Gd,normal
8212,45.0,1Fam,3.0,3,1914,TA,cheap
12925,,1Fam,6.0,7,1970,Ex,expensive
7200,60.0,1Fam,7.0,7,1920,Ex,normal
25339,,1Fam,5.0,7,1918,Ex,cheap
9060,60.0,1Fam,6.0,5,1939,TA,cheap
5436,40.0,1Fam,4.0,8,1922,Gd,cheap
16692,80.0,1Fam,7.0,5,1978,TA,expensive
8520,60.0,1Fam,6.0,7,1916,TA,cheap
14892,42.0,1Fam,,5,2006,Ex,expensive
6000,60.0,1Fam,6.0,6,1941,Ex,cheap
9100,70.0,1Fam,7.0,5,2000,Ex,expensive
8944,65.0,Duplex,,5,1967,TA,cheap
7838,68.0,1Fam,5.0,5,1967,TA,cheap
10800,60.0,2fmCon,6.0,7,-369,Ex,normal
4045,53.0,TwnhsE,,5,2006,Ex,expensive
12665,88.0,1Fam,8.0,5,2005,Ex,expensive
57200,,1Fam,5.0,5,1948,TA,normal
6120,51.0,1Fam,5.0,8,1920,Ex,cheap
7200,60.0,1Fam,5.0,4,1950,Gd,cheap
6171,51.0,1Fam,6.0,6,1925,Ex,cheap
6000,50.0,1Fam,6.0,7,1929,TA,cheap
7415,62.0,,6.0,5,2004,Ex,normal
6762,64.0,1Fam,7.0,5,2006,Ex,normal
15256,49.0,1Fam,8.0,5,2007,Ex,expensive
10410,60.0,,3.0,4,1915,TA,cheap
3842,44.0,TwnhsE,8.0,5,2004,Ex,expensive
8445,70.0,1Fam,,7,1972,TA,cheap
8780,,1Fam,5.0,5,1985,Ex,cheap
7740,60.0,1Fam,4.0,7,1910,Gd,cheap
20544,46.0,1Fam,7.0,6,1986,Gd,expensive
12420,79.0,1Fam,7.0,5,2001,Ex,expensive
9600,80.0,1Fam,6.0,8,1950,Ex,normal
7200,60.0,Duplex,4.0,5,1949,Fa,cheap
10994,88.0,1Fam,8.0,5,2005,Ex,expensive
13053,64.0,1Fam,6.0,7,1923,Gd,normal
3635,51.0,TwnhsE,7.0,5,-343,Ex,normal
11340,60.0,2fmCon,4.0,6,1885,Gd,cheap
16545,,1Fam,8.0,5,1998,Ex,expensive
9204,71.0,1Fam,5.0,5,1963,TA,cheap
16381,,1Fam,6.0,5,1969,Gd,expensive
11700,90.0,1Fam,6.0,6,1968,Gd,normal
4043,53.0,TwnhsE,6.0,5,1977,TA,cheap
4435,37.0,TwnhsE,6.0,5,2003,Ex,cheap
19690,,1Fam,6.0,7,1966,TA,expensive
9503,,1Fam,5.0,5,1958,TA,normal
10721,80.0,1Fam,6.0,6,1959,Ex,normal
10944,81.0,1Fam,7.0,5,1994,Ex,expensive
10930,60.0,1Fam,5.0,6,1945,TA,normal
7200,60.0,1Fam,5.0,7,1940,TA,cheap
12546,,1Fam,6.0,7,1981,Ex,normal
21930,60.0,1Fam,5.0,5,2005,Ex,normal
4928,,TwnhsE,6.0,6,1976,TA,normal
10800,60.0,1Fam,4.0,6,1927,TA,cheap
10261,93.0,1Fam,6.0,5,2000,Ex,normal
17400,80.0,1Fam,5.0,5,1977,Fa,normal
8400,80.0,1Fam,6.0,9,1962,TA,normal
9000,60.0,1Fam,4.0,6,1971,TA,cheap
12444,96.0,1Fam,8.0,5,2008,Ex,expensive
7407,90.0,1Fam,6.0,7,1957,TA,normal
11584,80.0,1Fam,,6,1979,TA,normal
11526,79.0,,,7,1922,Fa,normal
4426,,TwnhsE,6.0,5,2004,Ex,normal
11003,85.0,1Fam,10.0,5,2008,Ex,expensive
8854,,,6.0,6,1916,Fa,cheap
8500,63.0,1Fam,7.0,5,2004,Ex,normal
8400,70.0,1Fam,,5,1966,Gd,cheap
26142,,1Fam,5.0,7,1962,TA,normal
10000,80.0,,8.0,5,1995,Ex,expensive
11767,70.0,1Fam,4.0,7,1910,Gd,cheap
1533,21.0,Twnhs,5.0,7,1970,Ex,cheap
9000,60.0,Duplex,5.0,5,1974,TA,cheap
9262,78.0,1Fam,,5,2008,Ex,expensive
3675,35.0,TwnhsE,5.0,5,2005,Gd,normal
17217,90.0,1Fam,5.0,5,2006,Ex,cheap
7500,62.0,1Fam,7.0,5,2004,Ex,normal
7917,62.0,1Fam,6.0,5,1999,Ex,normal
13175,85.0,1Fam,6.0,6,1978,TA,normal
9042,66.0,,7.0,9,1941,Ex,expensive
9717,68.0,1Fam,5.0,6,1950,Gd,normal
9937,75.0,1Fam,5.0,6,1965,Gd,normal
